Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Warcraft III: Reign of Chaos,PC,2002.0,Strategy,0.03,0.09,0.0,0.02,92.0,9.1,T
Rome: Total War,PC,2004.0,Strategy,0.0,0.09,0.0,0.02,92.0,9.1,T
StarCraft,PC,1998.0,Strategy,0.0,0.04,0.0,0.01,88.0,9.1,T
Mafia,PC,2002.0,Action,0.0,0.04,0.0,0.01,88.0,9.1,M
Knights of Honor,PC,2004.0,Strategy,0.0,0.02,0.0,0.01,77.0,9.1,E10+
Max Payne,PC,2001.0,Shooter,0.0,0.02,0.0,0.0,89.0,9.1,M
SimCity (2013),PC,2013.0,Simulation,0.48,0.77,0.0,0.17,64.0,2.2,E10+
SimCity,PC,1988.0,Simulation,0.0,0.02,0.0,0.01,64.0,2.2,E10+
Mafia III,PC,2016.0,Action,0.08,0.1,0.0,0.02,63.0,3.2,M
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003.0,Strategy,0.0,0.02,0.0,0.0,,3.2,E
Heavy Fire: Afghanistan,PC,2011.0,Shooter,0.02,0.0,0.0,0.0,,3.2,
Call of Duty: Black Ops II,PC,2012.0,Shooter,0.64,0.69,0.0,0.19,74.0,4.2,M
Call of Duty: Modern Warfare 2,PC,2009.0,Shooter,0.01,0.79,0.0,0.09,86.0,4.2,M
Total War: Rome II,PC,2013.0,Strategy,0.12,0.53,0.0,0.07,76.0,4.2,T
FIFA 15,PC,2014.0,Sports,0.0,0.27,0.0,0.02,82.0,4.2,E
FIFA 17,PC,2016.0,Sports,0.0,0.11,0.0,0.01,84.0,4.2,E
Call of Duty: Black Ops,PC,,Shooter,0.58,0.81,0.0,0.23,81.0,5.2,M
Rage,PC,2011.0,Shooter,0.14,0.18,0.0,0.06,79.0,5.2,M
The Settlers 7: Paths to a Kingdom,PC,2010.0,Strategy,0.0,0.27,0.0,0.05,79.0,5.2,E10+
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,0.0,0.08,0.0,0.02,83.0,5.2,M
Commander: Conquest of the Americas,PC,2010.0,Strategy,0.0,0.02,0.0,0.0,68.0,5.2,T
Assassin's Creed III,PC,2012.0,Action,0.28,0.53,0.0,0.12,80.0,6.2,M
Titanfall,PC,2014.0,Shooter,0.22,0.3,0.0,0.04,86.0,6.2,M
Borderlands: The Pre-Sequel,PC,2014.0,Shooter,0.11,0.15,0.0,0.02,75.0,6.2,M
Supreme Commander 2,PC,2010.0,Strategy,0.0,0.15,0.0,0.04,77.0,6.2,E10+
Emergency 2012,PC,2010.0,Simulation,0.02,0.04,0.0,0.01,61.0,6.2,T
Ship Simulator Extremes,PC,2010.0,Simulation,0.0,0.04,0.0,0.01,49.0,6.2,E
Lost Planet 3,PC,2013.0,Shooter,0.0,0.04,0.0,0.0,61.0,6.2,T
Monsters vs. Aliens,PC,2009.0,Action,0.01,0.01,0.0,0.0,63.0,6.2,E10+
Captain Morgane and the Golden Turtle,PC,2012.0,Adventure,0.0,0.02,0.0,0.0,54.0,6.2,
GRID Autosport,PC,2014.0,Racing,0.0,0.02,0.0,0.0,78.0,6.2,E
Star Trek Online,PC,2010.0,Role-Playing,0.0,0.02,0.0,0.0,66.0,6.2,T
Valentino Rossi: The Game,PC,2016.0,Racing,0.0,0.01,0.0,0.0,72.0,6.2,E
Theatre Of War,PC,2007.0,Strategy,0.0,0.01,0.0,0.0,66.0,6.2,T
F1 2011,PC,2011.0,Racing,0.0,0.15,0.0,0.04,83.0,7.2,E
Need for Speed Carbon,PC,2006.0,Racing,0.0,0.04,0.0,0.01,78.0,7.2,E10+
Company of Heroes: Tales of Valor,PC,2009.0,Strategy,0.0,0.03,0.0,0.01,70.0,7.2,M
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,0.0,0.03,0.0,0.0,67.0,7.2,E
DarkStar One,PC,2006.0,Simulation,0.0,0.03,0.0,0.01,71.0,7.2,T
Guitar Hero III: Legends of Rock,PC,2007.0,Misc,0.02,0.0,0.0,0.0,79.0,7.2,T
Stronghold Legends,PC,2006.0,Strategy,0.0,0.01,0.0,0.0,57.0,7.2,T
Colin McRae Rally 04,PC,2004.0,Racing,0.0,0.01,0.0,0.0,87.0,7.2,
STORM: Frontline Nation,PC,2011.0,Strategy,0.0,0.01,0.0,0.0,60.0,7.2,E10+
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,2.57,1.68,0.0,0.58,93.0,8.2,T
The Sims: Superstar,PC,2003.0,Simulation,1.67,0.0,0.0,0.0,79.0,8.2,T
Far Cry 3,PC,2012.0,Shooter,0.22,0.62,0.0,0.12,88.0,8.2,M
Borderlands 2,PC,2012.0,Shooter,0.42,0.41,0.0,0.1,89.0,8.2,M
XCOM: Enemy Unknown,PC,2012.0,Strategy,0.27,0.36,0.0,0.08,89.0,8.2,M
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,0.59,0.03,0.0,0.0,,8.2,T
Assassin's Creed: Brotherhood,PC,2011.0,Action,0.15,0.34,0.0,0.1,88.0,8.2,M
Wolfenstein: The New Order,PC,2014.0,Shooter,0.13,0.29,0.0,0.03,81.0,8.2,M
Spec Ops: The Line,PC,2012.0,Shooter,0.11,0.09,0.0,0.02,76.0,8.2,M
LEGO The Lord of the Rings,PC,2012.0,Action,0.07,0.13,0.0,0.03,80.0,8.2,E10+
The Secret World,PC,2012.0,Role-Playing,0.07,0.08,0.0,0.02,74.0,8.2,M
Deponia,PC,2012.0,Adventure,0.0,0.13,0.0,0.02,74.0,8.2,
Sleeping Dogs,PC,2012.0,Action,0.06,0.05,0.0,0.01,81.0,8.2,M
The Book of Unwritten Tales,PC,2009.0,Adventure,0.0,0.08,0.0,0.02,82.0,8.2,T
Crysis: Maximum Edition,PC,2009.0,Shooter,0.0,0.07,0.0,0.02,,8.2,M
Serious Sam 3: BFE,PC,2011.0,Shooter,0.01,0.05,0.0,0.01,72.0,8.2,
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,0.0,0.06,0.0,0.01,88.0,8.2,E
Rocket League,PC,2016.0,Sports,0.01,0.04,0.0,0.0,86.0,8.2,E
Men of War: Assault Squad,PC,2011.0,Strategy,0.01,0.03,0.0,0.01,77.0,8.2,T
DiRT 2,PC,2009.0,Racing,0.0,0.04,0.0,0.01,89.0,8.2,T
Empire Earth,PC,2001.0,Strategy,0.0,0.04,0.0,0.01,81.0,8.2,T
Runaway: A Twist of Fate,PC,2009.0,Adventure,0.0,0.04,0.0,0.01,79.0,8.2,T
City Life: World Edition,PC,2007.0,Simulation,0.0,0.04,0.0,0.0,75.0,8.2,E
Praetorians,PC,2003.0,Strategy,0.0,0.04,0.0,0.0,78.0,8.2,T
Split/Second,PC,2010.0,Racing,0.0,0.04,0.0,0.01,79.0,8.2,E10+
The Sims Deluxe,PC,2002.0,Simulation,0.01,0.02,0.0,0.01,92.0,8.2,T
RACE On,PC,2009.0,Racing,0.0,0.03,0.0,0.01,73.0,8.2,E
Neverwinter Nights,PC,2002.0,Role-Playing,0.0,0.03,0.0,0.0,91.0,8.2,T
Doom,PC,1992.0,Shooter,0.02,0.0,0.0,0.0,85.0,8.2,M
GTR Evolution,PC,2008.0,Racing,0.0,0.02,0.0,0.0,83.0,8.2,E
Sins of a Solar Empire,PC,2008.0,Strategy,0.0,0.02,0.0,0.0,87.0,8.2,T
Neverwinter Nights Diamond,PC,2004.0,Role-Playing,0.0,0.02,0.0,0.0,,8.2,M
Ceville,PC,2009.0,Action,0.0,0.02,0.0,0.0,73.0,8.2,E
Sacred Gold,PC,2005.0,Role-Playing,0.0,0.02,0.0,0.0,,8.2,T
The Lord of the Rings Online: Mines of Moria,PC,2008.0,Role-Playing,0.0,0.02,0.0,0.0,85.0,8.2,T
LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,0.0,0.01,0.0,0.0,86.0,8.2,E10+
Unreal Tournament 2003,PC,2002.0,Shooter,0.0,0.01,0.0,0.0,86.0,8.2,M
Homeworld Remastered Collection,PC,,Strategy,0.0,0.01,0.0,0.0,86.0,8.2,E10+
Trine,PC,2009.0,Action,0.0,0.01,0.0,0.0,80.0,8.2,E10+
Planescape: Torment,PC,1998.0,Role-Playing,0.01,0.02,0.0,0.0,91.0,9.2,T
Left 4 Dead,PC,2008.0,Shooter,0.0,0.02,0.0,0.0,89.0,9.2,M
Need for Speed Rivals,PC,2013.0,Racing,0.04,0.19,0.0,0.02,76.0,3.3,E10+
Call of Juarez: The Cartel,PC,2011.0,Shooter,0.05,0.05,0.0,0.01,51.0,3.3,M
X Rebirth,PC,2013.0,Simulation,0.0,0.08,0.0,0.0,33.0,3.3,T
Combat Mission: Shock Force,PC,2007.0,Strategy,0.0,0.03,0.0,0.0,62.0,3.3,T
Evolve,PC,2015.0,Shooter,0.08,0.1,0.0,0.02,77.0,4.3,M
Football Manager 2017,PC,2016.0,Simulation,0.0,0.09,0.0,0.01,81.0,4.3,E
Pro Evolution Soccer 2016,PC,2015.0,Sports,0.0,0.04,0.0,0.0,76.0,4.3,E
SimCity Societies,PC,2007.0,Simulation,0.0,0.02,0.0,0.0,63.0,4.3,E10+
Quantum Break,PC,2016.0,Action,0.0,0.01,0.0,0.0,66.0,4.3,M
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,0.59,0.87,0.0,0.23,74.0,5.3,T
Spore,PC,2008.0,Strategy,0.03,01.06,0.0,0.08,84.0,5.3,E10+
Just Cause 3,PC,2015.0,Action,0.03,0.11,0.0,0.01,74.0,5.3,M
Dead Rising 2: Off the Record,PC,2011.0,Action,0.04,0.02,0.0,0.01,66.0,5.3,M
Doom 3 BFG Edition,PC,2012.0,Shooter,0.0,0.02,0.0,0.0,59.0,5.3,M
The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,0.0,0.01,0.0,0.0,,5.3,T
Spider-Man: Friend or Foe,PC,2007.0,Action,0.01,0.0,0.0,0.0,57.0,5.3,E10+
The Sims 3: Town Life Stuff,PC,2011.0,Simulation,0.11,0.17,0.0,0.05,,6.3,T
Dead Rising 2,PC,2010.0,Action,0.1,0.02,0.0,0.01,78.0,6.3,M
Song of the Deep,PC,2016.0,Action,0.03,0.0,0.0,0.0,73.0,6.3,E
007: Quantum of Solace,PC,2008.0,Action,0.01,0.01,0.0,0.0,70.0,6.3,T
Lost Planet 2,PC,2010.0,Shooter,0.0,0.02,0.0,0.0,63.0,6.3,T
Hellgate: London,PC,2007.0,Role-Playing,0.0,0.02,0.0,0.0,70.0,6.3,M
NBA 2K17,PC,2016.0,Sports,0.0,0.01,0.0,0.0,90.0,6.3,E
World of Warcraft,PC,2004.0,Role-Playing,0.08,6.21,0.0,0.0,93.0,7.3,T
RIFT,PC,2011.0,Role-Playing,0.44,0.16,0.0,0.07,84.0,7.3,T
The Sims 3: Ambitions,PC,2010.0,Simulation,0.0,0.29,0.0,0.17,74.0,7.3,T
Sid Meier's Civilization VI,PC,2016.0,Strategy,0.09,0.13,0.0,0.02,88.0,7.3,E10+
Total War: Attila,PC,2015.0,Strategy,0.09,0.13,0.0,0.02,80.0,7.3,T
Angry Birds,PC,2011.0,Puzzle,0.0,0.18,0.0,0.05,,7.3,E
The Sims 4: Get Together,PC,2015.0,Simulation,0.05,0.15,0.0,0.02,72.0,7.3,T
Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,0.04,0.07,0.0,0.02,76.0,7.3,M
Total War: WARHAMMER,PC,2016.0,Strategy,0.0,0.12,0.0,0.01,86.0,7.3,T
Wasteland 2,PC,2015.0,Role-Playing,0.03,0.06,0.0,0.01,81.0,7.3,M
The Sims 2: Seasons,PC,2007.0,Simulation,0.01,0.04,0.0,0.01,78.0,7.3,T
Gothic 3,PC,2006.0,Role-Playing,0.0,0.05,0.0,0.01,63.0,7.3,T
Medal of Honor: Airborne,PC,2007.0,Shooter,0.0,0.04,0.0,0.01,78.0,7.3,T
Bejeweled Twist,PC,2008.0,Puzzle,0.01,0.04,0.0,0.01,78.0,7.3,E
Wolfenstein,PC,2009.0,Shooter,0.01,0.03,0.0,0.01,74.0,7.3,M
Tom Clancy's HAWX,PC,2009.0,Action,0.0,0.03,0.0,0.01,70.0,7.3,T
Virtua Tennis 4,PC,2011.0,Sports,0.0,0.03,0.0,0.01,66.0,7.3,E
Shaun White Skateboarding,PC,2010.0,Sports,0.0,0.03,0.0,0.01,,7.3,T
The Sims 2: Bon Voyage,PC,2007.0,Simulation,0.01,0.01,0.0,0.0,74.0,7.3,T
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,0.0,0.02,0.0,0.0,78.0,7.3,M
DiRT,PC,2007.0,Racing,0.0,0.02,0.0,0.0,84.0,7.3,E
Dungeon Defenders,PC,2011.0,Role-Playing,0.02,0.0,0.0,0.0,81.0,7.3,E10+
Order of War,PC,2009.0,Strategy,0.0,0.01,0.0,0.0,69.0,7.3,T
Just Cause,PC,2006.0,Action,0.0,0.01,0.0,0.0,75.0,7.3,M
Majesty 2: The Fantasy Kingdom Sim,PC,2009.0,Simulation,0.01,0.0,0.0,0.0,72.0,7.3,T
Sherlock Holmes: The Devil's Daughter,PC,2016.0,Adventure,0.0,0.01,0.0,0.0,65.0,7.3,T
F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,0.01,0.0,0.0,0.0,61.0,7.3,M
Battlestations: Midway,PC,2007.0,Strategy,0.0,0.01,0.0,0.0,76.0,7.3,T
Tomb Raider II,PC,1997.0,Action,0.91,1.25,0.0,0.13,,8.3,
Sim Theme Park,PC,1998.0,Strategy,02.04,0.04,0.0,0.0,,8.3,E
Battlefield: Bad Company 2,PC,2010.0,Shooter,0.19,0.53,0.0,0.0,87.0,8.3,M
Total War: Shogun 2,PC,2011.0,Strategy,0.19,0.31,0.0,0.09,90.0,8.3,T
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,0.19,0.29,0.0,0.04,88.0,8.3,T
Dead Space 2,PC,2011.0,Shooter,0.13,0.15,0.0,0.04,87.0,8.3,M
1701 A.D.,PC,2006.0,Simulation,0.0,0.25,0.0,0.04,79.0,8.3,E10+
Sid Meier's Civilization IV,PC,2005.0,Strategy,0.02,0.12,0.0,0.03,94.0,8.3,E10+
18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,0.08,0.02,0.0,0.01,,8.3,E
Sonic Generations,PC,2011.0,Platform,0.02,0.07,0.0,0.02,77.0,8.3,E
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,0.0,0.06,0.0,0.01,,8.3,E
Need for Speed Underground,PC,2003.0,Racing,0.0,0.04,0.0,0.01,82.0,8.3,E
Supreme Commander,PC,2007.0,Strategy,0.0,0.04,0.0,0.01,86.0,8.3,E10+
The Movies,PC,2005.0,Simulation,0.01,0.03,0.0,0.01,84.0,8.3,T
The Void,PC,2008.0,Adventure,0.0,0.03,0.0,0.01,77.0,8.3,
The Binding of Isaac,PC,2012.0,Action,0.0,0.03,0.0,0.0,84.0,8.3,
Homeworld 2,PC,2003.0,Strategy,0.0,0.03,0.0,0.0,83.0,8.3,T
Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,0.0,0.03,0.0,0.0,74.0,8.3,E
Botanicula,PC,2012.0,Adventure,0.0,0.02,0.0,0.0,82.0,8.3,
Divinity II: Flames of Vengeance,PC,2010.0,Role-Playing,0.0,0.02,0.0,0.01,72.0,8.3,M
ParaWorld,PC,2006.0,Strategy,0.0,0.02,0.0,0.0,71.0,8.3,T
Indigo Prophecy,PC,2005.0,Adventure,0.0,0.02,0.0,0.0,85.0,8.3,M
Mini Ninjas,PC,2009.0,Action,0.0,0.02,0.0,0.0,74.0,8.3,E10+
Tycoon City: New York,PC,2006.0,Strategy,0.0,0.02,0.0,0.0,67.0,8.3,T
Pillars of Eternity,PC,2014.0,Role-Playing,0.0,0.02,0.0,0.0,89.0,8.3,M
Syberia II,PC,2004.0,Adventure,0.0,0.01,0.0,0.0,80.0,8.3,T
Achtung Panzer: Kharkov 1943,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,70.0,8.3,
Majesty 2 Collection,PC,2011.0,Strategy,0.0,0.01,0.0,0.0,,8.3,T
Enemy Territory: Quake Wars,PC,2007.0,Shooter,0.01,0.0,0.0,0.0,84.0,8.3,T
Evil Genius,PC,2004.0,Strategy,0.0,0.01,0.0,0.0,75.0,8.3,T
The Last Remnant,PC,2009.0,Role-Playing,0.0,0.01,0.0,0.0,66.0,8.3,M
Fallout Anthology,PC,2015.0,Action,0.0,0.01,0.0,0.0,,8.3,
Icewind Dale II,PC,2002.0,Role-Playing,0.0,0.01,0.0,0.0,83.0,8.3,T
The Witcher 3: Wild Hunt,PC,2015.0,Role-Playing,0.21,0.46,0.0,0.05,93.0,9.3,M
The Orange Box,PC,2007.0,Shooter,0.0,0.11,0.0,0.03,96.0,9.3,M
Deus Ex,PC,2000.0,Role-Playing,0.0,0.01,0.0,0.0,90.0,9.3,M
Sacred 3,PC,2014.0,Role-Playing,0.0,0.02,0.0,0.0,57.0,1.4,M
Rugby World Cup 2015,PC,2015.0,Sports,0.0,0.01,0.0,0.0,,1.4,E
RollerCoaster Tycoon World,PC,2016.0,Simulation,0.0,0.02,0.0,0.0,43.0,2.4,E
Payday 2,PC,2013.0,Shooter,0.04,0.0,0.0,0.01,79.0,3.4,M
FIFA 16,PC,2015.0,Sports,0.06,0.13,0.0,0.01,81.0,4.4,E
Arcania: Gothic 4,PC,2010.0,Role-Playing,0.09,0.08,0.0,0.02,63.0,4.4,T
Pro Evolution Soccer 2014,PC,2013.0,Action,0.0,0.1,0.0,0.01,74.0,4.4,E
Mirror's Edge Catalyst,PC,2016.0,Platform,0.01,0.05,0.0,0.0,74.0,4.4,T
Fallout 4,PC,2015.0,Role-Playing,0.51,0.67,0.0,0.1,84.0,5.4,M
Medal of Honor: Warfighter,PC,2012.0,Action,0.14,0.15,0.0,0.04,55.0,5.4,M
Fable III,PC,2011.0,Role-Playing,0.1,0.17,0.0,0.05,75.0,5.4,M
The Sims 3: Fast Lane Stuff,PC,2010.0,Simulation,0.01,0.05,0.0,0.02,,5.4,T
Grand Ages: Medieval,PC,2015.0,Strategy,0.0,0.05,0.0,0.0,63.0,5.4,T
F1 Race Stars,PC,2012.0,Racing,0.0,0.02,0.0,0.0,62.0,5.4,E
Lara Croft and the Temple of Osiris,PC,2014.0,Action,0.0,0.02,0.0,0.0,73.0,5.4,T
Disciples III: Renaissance,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,56.0,5.4,T
Medal of Honor,PC,2010.0,Shooter,0.2,0.23,0.0,0.06,72.0,6.4,M
The Crew,PC,2014.0,Racing,0.0,0.15,0.0,0.01,71.0,6.4,T
[Prototype 2],PC,2012.0,Action,0.07,0.03,0.0,0.01,76.0,6.4,M
Pro Evolution Soccer 2012,PC,2011.0,Action,0.0,0.07,0.0,0.02,77.0,6.4,
Patrician IV,PC,2010.0,Strategy,0.03,0.0,0.0,0.0,66.0,6.4,E
Off-Road Drive,PC,2011.0,Racing,0.0,0.03,0.0,0.0,60.0,6.4,
MySims,PC,2008.0,Simulation,0.0,0.02,0.0,0.0,70.0,6.4,E
Air Conflicts: Secret Wars,PC,2011.0,Simulation,0.0,0.02,0.0,0.01,65.0,6.4,T
Street Fighter X Tekken,PC,2012.0,Fighting,0.0,0.02,0.0,0.0,79.0,6.4,T
War Leaders: Clash of Nations,PC,2009.0,Strategy,0.0,0.02,0.0,0.0,,6.4,T
Blood Bowl: Legendary Edition,PC,2010.0,Sports,0.0,0.01,0.0,0.0,73.0,6.4,T
Assassin's Creed: Revelations,PC,2011.0,Action,0.14,0.48,0.0,0.12,80.0,7.4,M
"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,0.09,0.09,0.0,0.03,74.0,7.4,M
Aliens vs Predator,PC,2010.0,Shooter,0.0,0.17,0.0,0.02,68.0,7.4,M
Tom Clancy's Splinter Cell: Blacklist,PC,2013.0,Action,0.04,0.13,0.0,0.01,82.0,7.4,M
Saints Row IV,PC,2013.0,Action,0.11,0.06,0.0,0.02,86.0,7.4,M
Wildstar,PC,2014.0,Role-Playing,0.08,0.07,0.0,0.01,82.0,7.4,T
ArmA III,PC,2013.0,Shooter,0.0,0.1,0.0,0.01,74.0,7.4,M
Blur,PC,2010.0,Racing,0.01,0.04,0.0,0.01,81.0,7.4,E10+
EverQuest II: Destiny of Velious,PC,2011.0,Role-Playing,0.06,0.0,0.0,0.0,,7.4,T
Remember Me,PC,2013.0,Action,0.0,0.05,0.0,0.0,65.0,7.4,M
4 Elements,PC,2009.0,Puzzle,0.0,0.04,0.0,0.01,,7.4,E
Murdered: Soul Suspect,PC,2014.0,Action,0.0,0.05,0.0,0.0,59.0,7.4,M
Secret Files: Tunguska,PC,2006.0,Adventure,0.0,0.04,0.0,0.0,66.0,7.4,T
Halo: Combat Evolved,PC,2003.0,Shooter,0.02,0.02,0.0,0.0,83.0,7.4,M
Resident Evil 4,PC,2007.0,Action,0.0,0.02,0.0,0.0,76.0,7.4,M
Warhammer: Mark of Chaos,PC,2006.0,Strategy,0.0,0.02,0.0,0.0,73.0,7.4,M
The Crew: Wild Run,PC,2015.0,Action,0.0,0.02,0.0,0.0,74.0,7.4,T
Virtua Tennis 3,PC,2007.0,Sports,0.0,0.01,0.0,0.0,,7.4,E
Football Manager 2011,PC,2010.0,Sports,0.0,01.01,0.0,0.25,85.0,8.4,E
Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,0.04,0.18,0.0,0.04,,8.4,E
Alien: Isolation,PC,2014.0,Shooter,0.0,0.14,0.0,0.01,81.0,8.4,M
Alice: Madness Returns,PC,2011.0,Adventure,0.0,0.1,0.0,0.02,75.0,8.4,M
Star Wars: Empire at War,PC,2006.0,Strategy,0.01,0.06,0.0,0.01,79.0,8.4,T
Battlefield 2,PC,2005.0,Shooter,0.0,0.07,0.0,0.01,91.0,8.4,T
Rayman Origins,PC,2012.0,Platform,0.0,0.06,0.0,0.01,86.0,8.4,E10+
Call of Duty 2,PC,2005.0,Shooter,0.0,0.05,0.0,0.01,86.0,8.4,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,0.01,0.04,0.0,0.01,82.0,8.4,M
Microsoft Train Simulator,PC,2001.0,Simulation,0.0,0.04,0.0,0.01,84.0,8.4,E
Imperial Glory,PC,2005.0,Strategy,0.0,0.04,0.0,0.0,69.0,8.4,T
Trine 2,PC,2011.0,Platform,0.0,0.03,0.0,0.01,84.0,8.4,E10+
Guild Wars,PC,2005.0,Role-Playing,0.03,0.0,0.0,0.0,89.0,8.4,T
World of Zoo,PC,2009.0,Simulation,0.0,0.02,0.0,0.01,,8.4,E
Age of Conan: Rise of the Godslayer,PC,2010.0,Role-Playing,0.0,0.02,0.0,0.0,83.0,8.4,M
Battlestations: Pacific,PC,2009.0,Strategy,0.0,0.02,0.0,0.0,74.0,8.4,T
Grand Theft Auto III,PC,2002.0,Action,0.0,0.01,0.0,0.0,93.0,8.4,M
Harry Potter and the Chamber of Secrets,PC,2002.0,Action,0.0,0.01,0.0,0.0,77.0,8.4,E
Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,0.41,0.98,0.0,0.32,78.0,2.5,M
Batman: Arkham Knight,PC,2015.0,Action,0.09,0.03,0.0,0.01,70.0,2.5,M
Hotel Giant 2,PC,2008.0,Strategy,0.0,0.03,0.0,0.0,58.0,2.5,E
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,0.0,0.21,0.0,0.05,62.0,3.5,T
Star Wars: Battlefront,PC,2004.0,Shooter,0.07,0.13,0.0,0.02,72.0,3.5,T
Aliens: Colonial Marines,PC,2013.0,Shooter,0.1,0.06,0.0,0.02,45.0,3.5,M
Skylanders: Spyro's Adventure,PC,2011.0,Action,0.05,0.03,0.0,0.01,,3.5,E10+
Homefront: The Revolution,PC,2016.0,Shooter,0.01,0.02,0.0,0.0,54.0,3.5,M
Dragon Age II,PC,2011.0,Action,0.23,0.33,0.0,0.08,82.0,4.5,M
Call of Duty: Advanced Warfare,PC,2014.0,Shooter,0.15,0.23,0.0,0.03,78.0,4.5,M
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,0.0,0.01,0.0,0.0,91.0,4.5,E
Mass Effect 3,PC,2012.0,Role-Playing,0.4,0.44,0.0,0.12,89.0,5.5,M
Football Manager 2014,PC,2013.0,Sports,0.0,0.6,0.0,0.03,85.0,5.5,E
Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,0.11,0.22,0.0,0.03,81.0,5.5,E10+
Homefront,PC,2011.0,Shooter,0.11,0.1,0.0,0.03,70.0,5.5,M
Sniper: Ghost Warrior,PC,2010.0,Shooter,0.0,0.13,0.0,0.03,55.0,5.5,M
Airline Tycoon 2,PC,2011.0,Simulation,0.0,0.04,0.0,0.01,57.0,5.5,E
CSI: Fatal Conspiracy,PC,2010.0,Adventure,0.0,0.03,0.0,0.01,47.0,5.5,M
The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,0.01,0.54,0.0,0.11,,6.5,T
Crysis 3,PC,2013.0,Shooter,0.17,0.39,0.0,0.07,76.0,6.5,M
Defiance,PC,2013.0,Shooter,0.14,0.04,0.0,0.02,64.0,6.5,M
Two Worlds II,PC,2011.0,Role-Playing,0.09,0.09,0.0,0.02,76.0,6.5,M
Game of Thrones,PC,2012.0,Role-Playing,0.0,0.07,0.0,0.01,58.0,6.5,M
The Bureau: XCOM Declassified,PC,2013.0,Shooter,0.0,0.05,0.0,0.0,66.0,6.5,M
Blood Bowl,PC,2009.0,Sports,0.02,0.02,0.0,0.0,72.0,6.5,T
Neverwinter Nights 2,PC,2006.0,Role-Playing,0.0,0.02,0.0,0.0,82.0,6.5,T
Oil Rush,PC,2012.0,Strategy,0.0,0.02,0.0,0.0,67.0,6.5,
Combat Flight Simulator 3: Battle for Europe,PC,2002.0,Simulation,0.01,0.01,0.0,0.0,69.0,6.5,E
Turok,PC,2008.0,Action,0.0,0.01,0.0,0.0,65.0,6.5,M
Battlefield 3,PC,2011.0,Shooter,0.89,1.43,0.0,0.46,89.0,7.5,M
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,0.01,0.13,0.0,1.18,91.0,7.5,T
Farming Simulator 2013,PC,2012.0,Simulation,0.0,0.81,0.0,0.15,65.0,7.5,E
World of Warcraft: Legion,PC,2016.0,Role-Playing,0.13,0.16,0.0,0.03,88.0,7.5,T
Batman: Arkham Origins,PC,2013.0,Action,0.13,0.16,0.0,0.02,74.0,7.5,T
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,0.1,0.13,0.0,0.03,76.0,7.5,E10+
EVE Online,PC,2003.0,Role-Playing,0.0,0.19,0.0,0.01,69.0,7.5,T
Call of Duty: World at War,PC,2008.0,Shooter,0.02,0.14,0.0,0.03,83.0,7.5,M
The Sims 3: Seasons,PC,2012.0,Simulation,0.0,0.13,0.0,0.02,73.0,7.5,T
ArmA II,PC,2009.0,Shooter,0.0,0.12,0.0,0.02,77.0,7.5,M
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,0.0,0.08,0.0,0.01,87.0,7.5,E10+
Assassin's Creed: Rogue,PC,2015.0,Action,0.05,0.02,0.0,0.01,74.0,7.5,M
Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,0.0,0.04,0.0,0.0,82.0,7.5,E10+
Scarface: The World is Yours,PC,2006.0,Action,0.01,0.02,0.0,0.0,73.0,7.5,M
The Night of the Rabbit,PC,2013.0,Adventure,0.0,0.03,0.0,0.0,75.0,7.5,
Alpha Protocol,PC,2010.0,Role-Playing,0.0,0.03,0.0,0.01,72.0,7.5,M
